ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,va Cell Phone,Response ID,Timestamp MM/dd/yyyy,Custom Variable 1,Custom Variable 2,Custom Variable 3,Custom Variable 4,Respondent Email,Region,How many people are in the veterans household including the veteran,Veterans First Name if first name is not provided  please type,Veterans Email Address yourname.com,Cell Phone XXX-XXX-XXXX 1-999-999-9999,UserAgent,Q_URL,Q35,QIS,QIVA,Q1,Q2,Q3,Q4,Q5,Q6,Q7,F37,Q8 into,Q8.1-1a,Q8.1-1b,Q8.1-1c_1,Q8.2-2a,Q8.2-2b,Q8.2-2c_1,Q8.3-a_1,Q8.3-a_2,Q8.3-a_3,Q8.3-a_4,Q8.3-a_5,Q8.3-a_6,Q8.3-a_7,Q8.3-a_8,Q8.3-b_1,Q8.3-b_2,Q8.3-b_3,Q8.3-b_4,Q8.3-b_5,Q8.3-b_6,Q8.3-b_7,Q8.3-b_8,Q8.3-c_1,Q8.3-c_2,Q8.3-c_3,Q8.3-c_4,Q8.3-c_5,Q8.3-c_6,Q8.3-c_7,Q8.3-c_8,Q8.4-a_1,Q8.4-a_2,Q8.4-a_3,Q8.4-a_4,Q8.4-a_5,Q8.4-a_6,Q8.4-a_6_TEXT,Q8.4-b_1,Q8.4-b_2,Q8.4-b_3,Q8.4-b_4,Q8.4-b_5,Q8.4-b_6,Q8.4-b_6_TEXT,Q8.4-c_1,Q8.4-c_2,Q8.4-c_3,Q8.4-c_4,Q8.4-c_5,Q8.4-c_6,Q8.4-c_6_TEXT,Q15,Q16,Q17,Q18,Negative,date range
625,Default Response Set,,5/4/16 21:30,5/4/16 21:35, ,,,,1,0, ,, ,American National Red Cross Southern Arizona Chapter,13-AZ-087,,,,AZ,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,4,1,1,4,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,4,,,,4,,,4,1,1,1,2,2,2, ,1,1,1,2,2,2, ,4,4,4,,,, ,2,2,2,,,5/31/2016
626,Default Response Set,,5/4/16 21:44,5/4/16 21:47, ,,,,1,0, ,, ,Salvation Army  an Illinois Corporation,C15-MO-604A,,,,KS,,,,,,,1,2,2,5,4,5,4,2,,,,1,1,1,3,1,2,,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,,,,,4,,,,1,2,1,2,2,2, ,1,2,1,2,2,2, ,4,,4,,,, ,2,1,1,2,,5/31/2016
628,Default Response Set,,5/4/16 23:09,5/4/16 23:20, ,,,,1,0, ,, ,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),13-NV-117,,,, ,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,,,,,5,,,5,1,2,2,2,2,, ,1,2,2,2,2,, ,5,,,,,, ,1,2,2,,,5/31/2016
629,Default Response Set,,5/5/16 9:55,5/5/16 10:04, ,,,,1,0, ,, ,Virginia Supportive Housing,12-VA-077,,,,VA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,5,2,,2,,2,1,1,1,2,1,2,2,2, ,1,2,2,2,2,2, ,5,,,,,, ,1,2,2,,,5/31/2016
630,Default Response Set,,5/5/16 9:57,5/5/16 10:07, ,,,,1,0, ,, ,Community Action Partnership,14-ZZ-321,,,, ,,,,,,,1,4,2,4,4,5,4,1,1,,,1,1,1,5,1,1,4,1,1,1,,1,,,,1,,,,2,,2,2,,,,,,,,,1,,,,,, ,,2,2,2,2,2, ,,,,,,, ,1,2,2,,,5/31/2016
631,Default Response Set,,5/5/16 10:10,5/5/16 10:18, ,,,,1,0, ,, ,Family Endeavors  Inc.,14-AL-155,,,,TX,,,,,,,1,3,1,4,4,4,4,,,,,1,1,1,,2,2,,2,1,2,2,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,, ,2,2,2,2,2,, ,,,,,,, ,1,2,2,,,5/31/2016
632,Default Response Set,,5/5/16 10:08,5/5/16 10:32, ,,,,1,0, ,, ,Knowledge  Education for Your Success  Inc.,14-CA-170,,,,CA,,,,,,,1,1,1,5,4,5,4,2,,,,1,2,2,,2,2,,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,1,2,,1,, ,2,2,2,2,2,2, ,,,,,,, ,4,1,1,2,,5/31/2016
633,Default Response Set,,5/5/16 10:27,5/5/16 10:37, ,,,,1,0, ,, ,Volunteers of America-Greater New York  Inc.,14-NY-259,,,,NY,,,,,,,1,1,2,4,4,5,4,1,1,,,1,1,1,5,1,2,,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,,4,3,,5,,,5,1,2,1,2,2,2, ,1,2,1,2,1,, ,5,,5,,5,, ,2,2,1,1,x,5/31/2016
634,Default Response Set,,5/5/16 10:32,5/5/16 10:55, ,,,,1,0, ,, ,United States Veterans Initiative (dba U.S. VETS),14-ZZ-314,,,, ,,,,,,,1,1,1,3,3,4,3,1,2,,,1,1,1,3,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,2,2,2, ,2,2,2,2,2,2, ,,,,,,, ,2,2,2,,x,5/31/2016
635,Default Response Set,,5/5/16 11:05,5/5/16 11:12, ,,,,1,0, ,, ,Friendship Place,C2015-DC-500B,,,,DC,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,4,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,4,4,3,4,,4,1,2,2,2,1,1, ,1,2,1,2,1,, ,4,,4,,4,, ,1,2,1,1,,5/31/2016
636,Default Response Set,,5/5/16 12:17,5/5/16 12:25, ,,,,1,0, ,, ,Salvation Army  an Illinois Corporation,13-IL-104,,,,IL,,,,,,,1,,1,3,4,4,3,1,1,,,1,1,1,4,1,1,4,1,1,2,2,2,2,2,2,1,1,,,,,,,4,,,,,,,,1,2,1,2,2,2, ,1,2,1,2,2,2, ,4,,,,,, ,1,1,2,,,5/31/2016
637,Default Response Set,,5/5/16 15:09,5/5/16 15:15, ,,,,1,0, ,, ,Vietnam Veterans of San Diego,14-CA-173,,,,CA,,,,,,,1,1,1,4,4,4,3,1,1,,,1,1,2,,1,1,3,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,4,3,,,,,,3,1,1,1,1,1,, ,1,2,1,2,2,, ,4,,4,,,, ,1,1,1,2,,5/31/2016
639,Default Response Set,,5/5/16 17:01,5/5/16 17:07, ,,,,1,0, ,, ,North Dakota Coalition of Homeless People  Inc.,12-ND-051,,,,ND,,,,,,,1,1,1,3,2,2,1,2,,,,1,1,,,1,2,,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,,,,,,,3,1,1,2,1,1,2, ,1,2,2,2,2,2, ,3,,,,,, ,1,1,2,,,5/31/2016
640,Default Response Set,,5/3/16 9:36,5/5/16 17:41, ,,,,1,0, ,, ,Tampa CrossRoads,C15-FL-501B,,,,FL,,,,,,,1,2,2,5,4,5,4,1,1,,,1,1,1,5,1,2,,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,,5,5,5,5,,,5,1,1,1,,,1, ,1,1,1,2,2,1, ,5,5,5,,,5, ,2,2,2,,,5/31/2016
641,Default Response Set,,5/5/16 19:02,5/5/16 19:12, ,,,,1,0, ,, ,Lafayette Transitional Housing Center  Inc.,14-IN-199,,,,IN,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,,4,4,5,,,,5,2,2,2,2,2,2, ,2,2,2,2,2,2, ,,,,,,, ,2,2,2,,,5/31/2016
642,Default Response Set,,5/5/16 22:46,5/5/16 22:52, ,,,,1,0, ,, ,Family Endeavors  Inc.,16-TX-074,,,,TX,,,,,,,1,3,1,2,2,2,2,2,,,,1,1,1,3,2,2,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,2,1,1,1,2,1,1, ,2,2,2,2,2,2, ,,,,,,, ,1,2,2,,,5/31/2016
643,Default Response Set,,5/5/16 22:51,5/5/16 23:12, ,,,,1,0, ,, ,HopeSource,15-WA-338,,,,WA,,,,,,,1,1,2,1,1,1,1,2,,,,1,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2, ,2,2,2,1,2,, ,,,,,,, ,2,1,2,,x,5/31/2016
644,Default Response Set,,5/6/16 2:36,5/6/16 2:41, ,,,,1,0, ,, ,Catholic Charities of Kansas City - St Joseph  Inc.,13-MO-110,,,,KS,,,,,,,1,1,1,2,2,2,2,2,,,,1,1,1,3,1,1,3,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,, ,,,,,,, ,,,,,,, ,1,,2,,,5/31/2016
645,Default Response Set,,5/6/16 10:04,5/6/16 10:12, ,,,,1,0, ,, ,United States Veterans Initiative,14-TX-288,,,, ,,,,,,,1,1,1,4,4,4,4,1,1,,,1,1,1,4,1,1,4,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,,,,,4,,,4,2,2,1,2,2,2, ,2,2,1,2,2,2, ,,,4,,,, ,2,2,2,,,5/31/2016
647,Default Response Set,,5/6/16 11:04,5/6/16 11:12, ,,,,1,0, ,, ,Family Endeavors  Inc.,14-NC-235,,,,TX,,,,,,,1,1,1,5,4,4,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,5,5,5,,3,,,5,1,1,1,2,1,1, ,1,1,1,2,1,, ,5,5,5,,5,, ,1,2,2,,,5/31/2016
648,Default Response Set,,5/6/16 11:46,5/6/16 11:51, ,,,,1,0, ,, ,United Way of Metropolitan Atlanta,14-GA-189,,,,GA,,,,,,,1,1,1,3,3,3,4,2,,,,1,1,2,,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,1,1,1,1,1,, ,2,2,2,2,2,, ,,,,,,, ,2,1,1,2,x,5/31/2016
649,Default Response Set,,5/6/16 15:19,5/6/16 15:23, ,,,,1,0, ,, ,Family Endeavors  Inc.,16-TX-074,,,,TX,,,,,,,1,1,2,2,3,3,2,2,,,,1,2,1,3,1,2,,1,1,,,1,,,,2,2,,,2,,,,,,,,,,,,1,1,1,1,,, ,1,2,1,2,,, ,2,,2,,,, ,1,1,2,,,5/31/2016
652,Default Response Set,,5/6/16 17:09,5/6/16 17:12, ,,,,1,0, ,, ,PTEH  Inc.,15-MS-331,,,,MS,,,,,,,1,1,1,1,1,1,1,2,,,,1,1,2,,2,2,,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,2,2,2, ,2,2,2,2,2,2, ,,,,,,, ,1,2,2,,x,5/31/2016
653,Default Response Set,,5/6/16 19:56,5/6/16 20:11, ,,,,1,0, ,, ,Salvation Army  an Illinois Corporation,16-ZZ-036,,,,KS,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,1,,,,,,,1,1,,,,,,,1,5,,,,,,,5,1,1,1,,,, ,1,1,1,,,, ,5,5,5,,,, ,1,2,2,,,5/31/2016
655,Default Response Set,,5/7/16 2:01,5/7/16 2:06, ,,,,1,0, ,, ,Casa del Peregrino Aguadilla  Inc.,13-PR-132,,,,0,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,5,1,2,,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,5,3,,5,,,,5,1,1,1,1,1,, ,1,2,2,2,2,2, ,5,,,,,, ,1,1,2,,,5/31/2016
656,Default Response Set,,5/7/16 3:54,5/7/16 4:02, ,,,,1,0, ,, ,United States Veterans Initiative (dba U.S. VETS),14-HI-190,,,,CA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,2,2,,2,2,,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,,,,5,5,,,,1,2,2,2,2,2, ,1,2,2,2,2,2, ,5,,,,,, ,1,1,1,1,,5/31/2016
657,Default Response Set,,5/7/16 21:05,5/7/16 21:11, ,,,,1,0, ,, ,Catholic Charities of Southern Missouri  Inc.,15-MO-330,,,,MO,,,,,,,1,1,1,4,4,4,3,1,1,,,1,1,1,5,1,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,5,,,,,,,1,1,1,2,2,2, ,1,1,1,2,2,2, ,5,5,5,,,, ,1,2,2,,,5/31/2016
659,Default Response Set,,5/9/16 11:37,5/9/16 11:44, ,,,,1,0, ,, ,Center for Veterans Issues  Ltd.,12-WI-080,,,,WI,,,,,,,1,2,1,5,3,3,2,2,,,,1,2,1,3,2,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,,,,,,5,,,2,1,2,1,2,, ,1,2,2,1,2,, ,3,,,5,,, ,1,1,1,2,x,5/31/2016
660,Default Response Set,,5/9/16 14:15,5/9/16 14:22, ,,,,1,0, ,, ,Virginia Supportive Housing,12-VA-077,,,,VA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,2,2,,2,2,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,,,,,, ,1,,,,,, ,5,,,,,, ,1,2,1,1,,5/31/2016
661,Default Response Set,,5/9/16 16:06,5/9/16 16:10, ,,,,1,0, ,, ,Family Endeavors  Inc.,C15-TX-601A,,,,TX,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,4,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,,5,2,2,1,2,2,, ,2,2,1,2,2,, ,,,4,,,, ,1,2,2,,,5/31/2016
662,Default Response Set,,5/9/16 16:27,5/9/16 16:34, ,,,,1,0, ,, ,Chestnut Health Systems  Inc.,14-IL-197,,,,IL,,,,,,,1,4,1,5,4,5,4,1,1,,,1,2,2,,2,2,,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,,,,,5,,,5,2,1,1,2,2,, ,2,1,1,2,2,, ,,5,5,,,, ,2,2,1,1,,5/31/2016
663,Default Response Set,,5/9/16 20:59,5/9/16 21:06, ,,,,1,0, ,, ,Vietnam Veterans of San Diego,14-CA-173,,,,CA,,,,,,,1,1,1,5,4,4,4,1,1,,,1,1,1,5,2,2,,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,,5,5,,5,,,5,1,2,1,2,2,2, ,1,2,2,2,2,2, ,4,,,,,, ,1,2,2,,,5/31/2016
664,Default Response Set,,5/9/16 23:17,5/9/16 23:22, ,,,,1,0, ,, ,Goodwill Industries of New Mexico,12-NM-055,,,,NM,,,,,,,1,4,2,3,4,4,4,2,,,,1,1,2,,1,2,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,,, ,2,1,2,2,2,2, ,,3,,,,, ,1,1,2,,,5/31/2016
665,Default Response Set,,5/9/16 23:32,5/9/16 23:38, ,,,,1,0, ,, ,Rocky Mountain Human Services (dba Denver Options  Inc.),C15-CO-504A,,,, ,,,,,,,1,2,1,3,4,4,4,1,1,,,1,2,1,3,1,2,,1,1,1,1,1,1,,1,1,1,2,2,1,2,2,1,3,3,,,3,,,3,1,1,1,1,1,, ,1,1,1,2,2,2, ,3,3,3,,,, ,2,2,2,,,5/31/2016
667,Default Response Set,,5/10/16 9:36,5/10/16 9:44, ,,,,1,0, ,, ,United Way of Metropolitan Atlanta,14-GA-189,,,,GA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,4,5,5,5,,5,,5,1,1,1,2,2,, ,1,1,1,2,2,, ,5,5,5,,,, ,1,1,1,2,,5/31/2016
668,Default Response Set,,5/10/16 9:41,5/10/16 9:44, ,,,,1,0, ,, ,Vietnam Veterans of San Diego,14-CA-173,,,,CA,,,,,,,1,3,1,3,4,4,3,2,,,,1,1,1,3,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,,,,,, ,1,,,,,, ,3,,,,,, ,1,,2,,,5/31/2016
669,Default Response Set,,5/10/16 9:40,5/10/16 9:46, ,,,,1,0, ,, ,Homeward Bound of Western North Carolina,C15-NC-501A,,,,NC,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,4,1,1,5,1,1,2,2,2,,,,2,2,2,1,2,2,2,1,,,,5,,,,5,1,1,2,2,2,2, ,1,1,2,2,2,2, ,5,5,,,,, ,2,1,1,1,,5/31/2016
670,Default Response Set,,5/10/16 9:40,5/10/16 9:46, ,,,,1,0, ,, ,Region XII Commission on Mental Health,13-MS-111,,,,NJ,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,,5,,,5,,,,1,2,2,2,2,2, ,1,2,2,2,2,, ,5,,,,,, ,1,1,1,1,,5/31/2016
671,Default Response Set,,5/10/16 9:39,5/10/16 9:50, ,,,,1,0, ,, ,Wayne Metropolitan Community Action Agency,12-MI-044,,,,VA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,,,5,,,,,5,1,2,1,1,1,2, ,1,1,1,1,1,2, ,5,5,5,5,5,, ,1,2,2,,,5/31/2016
673,Default Response Set,,5/10/16 9:40,5/10/16 9:52, ,,,,1,0, ,, ,Family Endeavors  Inc.,14-AL-155,,,,TX,,,,,,,1,1,1,4,4,4,4,1,1,,,1,1,1,4,1,1,4,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,4,4,,,4,,,4,1,1,1,2,2,2, ,1,1,1,2,2,2, ,4,4,4,,,, ,3,2,1,2,,5/31/2016
674,Default Response Set,,5/10/16 9:51,5/10/16 9:58, ,,,,1,0, ,, ,West Virginia Community Action Partnerships,14-WV-305,,,,MO,,,,,,,1,1,1,2,4,,4,1,2,,,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,5,,,,,,,3,1,1,1,1,1,2, ,2,2,2,2,2,2, ,,,,,,, ,4,1,2,,x,5/31/2016
675,Default Response Set,,5/10/16 9:43,5/10/16 10:00, ,,,,1,0, ,, ,PATH (People Assisting the Homeless),12-CA-014,,,, ,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,5,5,,,,5,,5,1,1,1,2,2,2, ,1,1,1,2,2,2, ,5,5,5,,,, ,1,1,2,,,5/31/2016
678,Default Response Set,,5/10/16 12:34,5/10/16 12:44, ,,,,1,0, ,, ,ReStart  Inc.,C15-MO-604B,,,,KS,,,,,,,1,1,1,4,3,4,3,1,1,,,1,1,1,3,2,2,,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,4,,,5,,,,,1,1,1,2,1,2, ,1,1,1,2,1,2, ,4,4,4,,4,, ,2,1,2,,,5/31/2016
679,Default Response Set,,5/10/16 12:31,5/10/16 12:52, ,,,,1,0, ,, ,Berkeley Food and Housing Project,14-CA-175,,,, ,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,5,2,1,5,1,1,2,2,2,1,2,1,1,1,2,2,1,,2,1,4,5,,,4,,,5,1,2,2,2,2,, ,1,2,2,2,2,2, ,5,,,,,, ,2,2,2,,,5/31/2016
680,Default Response Set,,5/10/16 12:47,5/10/16 13:01, ,,,,1,0, ,, ,Catholic Family and Community Service,14-NJ-242,,,,NJ,,,,,,,1,1,1,3,3,4,3,1,2,,,1,1,2,,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,2,1,2,1,2,1,, ,2,2,2,2,2,2, ,,,,,,, ,2,1,2,,x,5/31/2016
683,Default Response Set,,5/10/16 14:29,5/10/16 14:45, ,,,,1,0, ,, ,Berkeley Food and Housing Project,14-CA-175,,,, ,,,,,,,1,1,1,3,4,4,4,,,,,1,2,1,3,1,1,4,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,4,,,4,3,,,3,1,2,1,2,2,2, ,1,2,1,2,2,2, ,4,,3,,,, ,2,2,2,,,5/31/2016
684,Default Response Set,,5/10/16 14:40,5/10/16 14:46, ,,,,1,0, ,, ,United States Veterans Initiative,14-AZ-159,,,,AZ,,,,,,,1,1,1,3,3,3,3,2,,,,1,1,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,1,, ,2,2,2,2,2,, ,,,,,,, ,1,1,2,,x,5/31/2016
685,Default Response Set,,5/10/16 15:00,5/10/16 15:04, ,,,,1,0, ,, ,Catholic Charities of the Diocese of Stockton,14-CA-177,,,,CA,,,,,,,1,4,1,5,4,5,4,1,1,,,1,1,1,5,1,2,,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,4,4,4,,,,,4,1,1,1,2,1,, ,1,1,1,2,1,, ,5,4,5,,5,, ,1,2,2,,,5/31/2016
686,Default Response Set,,5/10/16 9:38,5/10/16 15:05, ,,,,1,0, ,, ,University of Vermont and State Agricultural College,13-ZZ-145,,,,CT,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,4,1,2,1,2,1,2,2,1,1,,1,2,1,2,2,1,5,,5,,5,,,5,1,2,1,2,2,, ,1,2,1,2,2,, ,5,,5,,,, ,1,1,2,,,5/31/2016
688,Default Response Set,,5/10/16 16:46,5/10/16 16:52, ,,,,1,0, ,, ,Berkeley Food and Housing Project,14-CA-175,,,, ,,,,,,,1,4,1,4,4,5,4,1,1,,,1,1,1,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,1,, ,2,2,1,2,2,, ,,,4,,,, ,1,2,2,,,5/31/2016
690,Default Response Set,,5/10/16 17:25,5/10/16 17:32, ,,,,1,0, ,, ,United Way of Central Indiana  Inc.,12-IN-035,,,,MO,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,,1,5,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,5,5,5,5,5,,5,,,1,,,, ,,,1,,,, ,,,5,,,, ,1,2,2,,,5/31/2016
691,Default Response Set,,5/10/16 18:34,5/10/16 18:39, ,,,,1,0, ,, ,Berkeley Food and Housing Project,14-CA-175,,,, ,,,,,,,1,1,1,3,3,3,3,1,1,,,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1, ,1,1,1,1,1,1, ,4,4,4,4,4,4, ,1,2,2,,,5/31/2016
692,Default Response Set,,5/10/16 21:01,5/10/16 21:18, ,,,,1,0, ,, ,Family Endeavors  Inc.,16-TX-074,,,,TX,,,,,,,1,1,2,3,4,5,4,1,1,,,1,1,1,4,1,2,,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,,4,,,4,,,4,1,1,1,2,2,2, ,1,1,1,2,2,2, ,4,4,4,,,, ,1,1,1,2,,5/31/2016
693,Default Response Set,,5/10/16 22:49,5/10/16 22:53, ,,,,1,0, ,, ,Volunteers of America Colorado Branch  Inc.,C15-CO-503A,,,, ,,,,,,,1,3,1,4,4,4,4,1,1,,,1,2,1,4,2,1,4,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,,,4,,4,,,4,1,2,2,2,2,2, ,1,2,2,2,2,2, ,5,,,,,, ,1,1,2,,,5/31/2016
694,Default Response Set,,5/11/16 1:24,5/11/16 1:30, ,,,,1,0, ,, ,United States Veterans Initiative,C15-CA-608A,,,,CA,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,4,1,1,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,3,3,1,4,1,1,1,,1,, ,1,1,1,,1,, ,5,5,5,,5,, ,1,1,1,1,,5/31/2016
695,Default Response Set,,5/11/16 1:42,5/11/16 1:47, ,,,,1,0, ,, ,Berkeley Food and Housing Project,14-CA-175,,,, ,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,2,1,2,2,2, ,1,2,1,2,2,2, ,5,,5,,,, ,1,2,1,2,,5/31/2016
696,Default Response Set,,5/11/16 1:39,5/11/16 1:50, ,,,,1,0, ,, ,Lawrence County Social Services  Inc.,14-PA-277,,,,PA,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,4,1,1,4,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,4,,,3,,,,,1,2,1,1,1,, ,1,2,1,1,1,, ,4,,4,3,3,, ,2,2,2,,,5/31/2016
697,Default Response Set,,5/11/16 4:44,5/11/16 5:20, ,,,,1,0, ,, ,Catholic Charities Hawaii,12-HI-030,,,,HI,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,1,,,4,5,5,4,,4,1,2,2,2,2,2, ,1,2,2,2,2,2, ,5,,,,,, ,1,1,1,1,,5/31/2016
698,Default Response Set,,5/11/16 9:03,5/11/16 9:14, ,,,,1,0, ,, ,Volunteers of America of the Carolinas  Inc.,C15-NC-507A,,,,NC,,,,,,,1,3,1,4,4,4,4,1,1,,,1,1,1,5,2,2,,,,1,1,2,,,1,,,1,1,,,,1,,,4,4,,,,4,1,2,1,,1,1, ,1,2,1,,1,1, ,4,,5,,3,3, ,1,2,1,1,,5/31/2016
699,Default Response Set,,5/11/16 9:42,5/11/16 9:46, ,,,,1,0, ,, ,Family Endeavors  Inc.,14-AL-155,,,,TX,,,,,,,1,4,2,5,4,5,4,2,,,,1,1,1,5,1,1,5,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,2,2,2,2,2, ,1,2,2,2,2,2, ,5,,,,,, ,1,1,1,1,,5/31/2016
700,Default Response Set,,5/11/16 9:44,5/11/16 9:57, ,,,,1,0, ,, ,Southwest Counseling Solutions,12-MI-045,,,, ,,,,,,,1,3,2,5,4,5,4,2,,,,1,1,1,5,1,2,,,,,1,1,1,1,1,2,2,2,1,2,2,2,1,,,,5,,,,3,1,1,1,1,1,, ,1,1,1,1,1,, ,5,5,5,5,5,, ,3,1,1,,,5/31/2016
701,Default Response Set,,5/11/16 9:42,5/11/16 10:01, ,,,,1,0, ,, ,St. Vincent de Paul Society of Lane County  Inc.,C15-OR-500A,,,,OR,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,2,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,1,1,, ,1,1,1,1,1,, ,5,5,5,5,5,, ,4,1,1,2,,5/31/2016
702,Default Response Set,,5/11/16 9:51,5/11/16 10:01, ,,,,1,0, ,, ,United Way of Central Alabama,14-ZZ-153,,,,AL,,,,,,,1,1,1,2,4,4,3,1,1,,,1,2,1,3,1,,,,,,,,,,,1,,,,2,,,,3,,,,,,,,1,1,1,,,, ,1,1,1,,,, ,3,3,3,,,, ,1,2,2,,,5/31/2016
703,Default Response Set,,5/11/16 9:45,5/11/16 10:08, ,,,,1,0, ,, ,Vietnam Veterans of San Diego,C15-CA-601A,,,,CA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,2,,,,,,,,,1,,,,,,,,1,,,,,,,,5,2,2,2,2,2,2, ,2,2,2,2,2,2, ,,,,,,, ,1,2,2,,,5/31/2016
